06:53:04	728	0.186	-	-
06:53:02	727	0.197	-	-
06:53:02	726	0.165	-	-
06:53:00	725	0.110	-	-
06:52:58	724	0.152	-	-
06:52:58	723	0.214	-	-
06:52:58	722	0.056	-	-
06:52:56	721	0.191	-	-
06:52:56	720	0.369	-	-
06:52:54	719	0.203	-	-
06:52:54	718	0.422	-	-
06:52:52	717	0.070	-	-
06:52:52	716	0.178	-	-
06:52:50	715	0.149	-	-
06:52:50	714	0.149	-	-
06:52:48	713	0.140	-	-
06:52:48	712	0.388	-	-
06:52:46	711	0.216	-	-
06:52:46	710	0.220	-	-
06:52:44	709	0.057	-	-
06:52:44	708	0.193	-	-
06:52:42	707	0.337	-	-
06:52:42	706	0.212	-	-
06:52:40	705	0.120	-	-
06:52:40	704	0.207	-	-
06:52:38	703	0.111	-	-
06:52:38	702	0.149	-	-
06:52:36	701	0.096	-	-
06:52:34	700	0.355	-	-
06:52:34	699	0.135	-	-
06:52:32	698	0.050	-	-
06:52:32	697	0.155	-	-
06:52:32	696	0.189	-	-
06:52:30	695	0.154	-	-
06:52:30	694	0.131	-	-
06:52:27	693	0.064	-	-
06:52:27	692	0.178	-	-
06:52:25	691	0.162	-	-
06:52:25	690	0.178	-	-
06:52:23	689	0.132	-	-
06:52:23	688	0.199	-	-
06:52:21	687	0.250	-	-
06:52:21	686	0.203	-	-
06:52:19	685	0.139	-	-
06:52:19	684	0.102	-	-
06:52:17	683	0.123	-	-
06:52:15	682	1.074	-	-
06:52:15	681	0.095	-	-
06:52:13	680	0.073	-	-
06:52:13	679	0.424	-	-
06:52:11	678	0.131	-	-
06:52:11	677	0.259	-	-
06:52:09	676	0.238	-	-
06:52:09	675	0.175	-	-
06:52:07	674	0.106	-	-
06:52:07	673	0.491	-	-
06:52:07	672	0.340	-	-
06:52:05	671	0.158	-	-
06:52:05	670	0.078	-	-
06:52:03	669	0.573	-	-
06:52:01	668	0.288	-	-
06:52:01	667	0.053	-	-
06:51:59	666	0.134	-	-
06:51:59	665	0.337	-	-
06:51:57	664	0.144	-	-
06:51:55	663	0.020	-	-
06:51:55	662	0.269	-	-
06:51:53	661	0.265	-	-
06:51:53	660	0.153	-	-
06:51:53	659	0.096	-	-
06:51:51	658	0.355	-	-
06:51:51	657	0.187	-	-
06:51:49	656	0.721	-	-
06:51:49	655	1.178	-	-
06:51:47	654	0.081	-	-
06:51:47	653	0.202	-	-
06:51:45	652	0.068	-	-
06:51:42	651	0.176	-	-
06:51:42	650	0.239	-	-
06:51:40	649	0.110	-	-
06:51:40	648	0.305	-	-
06:51:38	647	0.122	-	-
06:51:38	646	0.379	-	-
06:51:36	645	0.289	-	-
06:51:36	644	0.159	-	-
06:51:36	643	0.256	-	-
06:51:34	642	0.225	-	-
06:51:34	641	0.280	-	-
06:51:32	640	0.126	-	-
06:51:30	639	0.063	-	-
06:51:30	638	0.777	-	-
06:51:28	637	0.164	-	-
06:51:28	636	0.258	-	-
06:51:26	635	0.064	-	-
06:51:24	634	0.118	-	-
06:51:24	633	0.106	-	-
06:51:22	632	0.280	-	-
06:51:22	631	0.285	-	-
06:51:20	630	0.085	-	-
06:51:20	629	0.142	-	-
06:51:18	628	0.184	-	-
06:51:18	627	0.171	-	-
06:51:16	626	0.099	-	-
06:51:16	625	0.094	-	-
06:51:14	624	0.181	-	-
06:51:14	623	0.144	-	-
06:51:12	622	0.349	-	-
06:51:12	621	0.183	-	-
06:51:10	620	0.086	-	-
06:51:08	619	0.298	-	-
06:51:08	618	0.197	-	-
06:51:08	617	0.074	-	-
06:51:06	616	0.392	-	-
06:51:06	615	0.086	-	-
06:51:04	614	0.113	-	-
06:51:04	613	0.194	-	-
06:51:02	612	0.170	-	-
06:51:02	611	0.675	-	-
06:51:00	610	0.160	-	-
06:50:58	609	0.709	-	-
06:50:58	608	0.159	-	-
06:50:58	607	0.216	-	-
06:50:55	606	0.139	-	-
06:50:53	605	0.087	-	-
